,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,mrp per weight,visibility per mrp,mrp per year,Predictions
3527,LF,Fruits and Vegetables,168.9474,Medium,Tier 3,Supermarket Type2,10.396763076923076,0.0001529577963318761,0.0840952712792434,2776.075293333334
3528,Regular,Baking Goods,143.5128,Medium,Tier 1,Supermarket Type1,13.667885714285713,0.0,0.07179229614807403,1982.0422133333334
3529,Low Fat,Snack Foods,236.859,Small,Tier 2,Supermarket Type1,23.6859,0.0002836937334025728,0.11819311377245509,4119.437759999999
3530,Regular,Snack Foods,155.5288,Medium,Tier 2,Supermarket Type1,27.40595594713656,0.00015138430310013322,0.07768671328671328,2333.16294
3531,Regular,Snack Foods,186.9898,Medium,Tier 1,Supermarket Type1,28.288925869894097,0.00015539259895459539,0.09354167083541771,3124.710366666666
3532,Regular,Canned,88.7488,Small,Tier 1,Supermarket Type1,12.207537826685009,0.00023415690127641164,0.04444106159238859,1255.7431866666666
3533,Regular,Baking Goods,182.295,High,Tier 3,Supermarket Type1,24.241356382978722,0.00024129338709235032,0.09174383492702566,3362.667286666667
3534,Low Fat,Snack Foods,251.9724,Small,Tier 2,Supermarket Type1,26.52341052631579,0.00029499742828976506,0.12573473053892215,4446.700653333334
3535,Low Fat,Fruits and Vegetables,193.1162,High,Tier 3,Supermarket Type1,25.145338541666668,0.0003668324097098017,0.09718983392048314,2822.6591
3536,Low Fat,Others,111.8202,Medium,Tier 3,Grocery Store,8.839541501976285,0.0,0.055966066066066064,217.69440666666668
3537,Low Fat,Dairy,221.2114,Medium,Tier 3,Supermarket Type3,17.696912,0.00024937656015919615,0.1114415113350126,5307.224960000003
3538,Low Fat,Baking Goods,44.4744,High,Tier 3,Supermarket Type1,4.8368026101141925,0.0022757057992912775,0.022382687468545548,763.5172466666666
3539,Low Fat,Baking Goods,180.566,Medium,Tier 2,Supermarket Type1,9.165786802030457,0.00043393858201433276,0.08996811160936721,3143.663473333333
3540,Low Fat,Seafood,114.786,Medium,Tier 3,Supermarket Type3,9.18288,0.00029353951701427004,0.05782670025188917,2541.846853333334
3541,Low Fat,Health and Hygiene,44.377,Medium,Tier 2,Supermarket Type1,2.2641326530612242,0.0,0.02216633366633367,614.66656
3542,Regular,Fruits and Vegetables,113.2544,Medium,Tier 3,Supermarket Type2,7.213656050955414,0.001085748641995366,0.05637351916376307,1453.263853333333
3543,Regular,Frozen Foods,126.0362,Medium,Tier 1,Supermarket Type1,7.828335403726707,0.0003798607304885422,0.0630496248124062,1874.4711266666666
3544,Low Fat,Baking Goods,74.538,Medium,Tier 3,Supermarket Type2,6.06,0.00012676570339960826,0.03710204081632653,1050.4548533333336
3545,Low Fat,Fruits and Vegetables,127.2678,Medium,Tier 3,Supermarket Type2,19.138015037593984,0.0006916644587240449,0.06334883026381284,1866.7034599999997
3546,Regular,Canned,123.2046,Small,Tier 1,Supermarket Type1,10.140296296296295,0.0003434374852886986,0.06169484226339509,1896.7532333333334
3547,Low Fat,Soft Drinks,151.7998,Medium,Tier 1,Supermarket Type1,8.504190476190475,0.00016376746873184286,0.07593786893446723,2484.63244
3548,Low Fat,Household,107.3938,Medium,Tier 2,Supermarket Type1,8.489628458498023,0.0003952731256366755,0.0535096163428002,2527.7540866666673
3549,Low Fat,Frozen Foods,75.3696,Medium,Tier 2,Supermarket Type1,3.676565853658537,0.0004850593077314991,0.03755336322869955,1423.0587266666666
3550,Low Fat,Household,84.925,High,Tier 3,Supermarket Type1,12.535055350553504,0.0012382488313217547,0.04274031202818319,1754.6715133333337
3551,Regular,Fruits and Vegetables,183.995,Small,Tier 1,Supermarket Type1,9.583072916666667,0.00012456214571048127,0.092135703555333,3073.332800000001
3552,Low Fat,Health and Hygiene,104.299,Medium,Tier 3,Supermarket Type3,8.34392,0.0005546620677091822,0.052543576826196474,2531.393793333333
3553,Low Fat,Others,36.819,High,Tier 3,Supermarket Type1,1.84095,0.0022069985605258154,0.01852994464016105,689.7022199999999
3554,Low Fat,Canned,83.2934,Medium,Tier 1,Supermarket Type1,11.933151862464184,0.0004942732197268931,0.041667533766883445,1084.0555600000002
3555,Low Fat,Household,42.9112,Medium,Tier 2,Supermarket Type1,3.432896,0.00015797435168440872,0.021434165834165835,683.4215066666665
3556,Low Fat,Household,173.2422,Medium,Tier 1,Supermarket Type1,9.624566666666666,0.0002738981148934844,0.08666443221610805,3065.875839999999
3557,Low Fat,Hard Drinks,150.6682,Medium,Tier 3,Grocery Store,16.96713963963964,0.000964065038276159,0.07540950950950952,413.8390866666667
3558,Low Fat,Frozen Foods,43.5454,Small,Tier 1,Supermarket Type1,2.6879876543209877,0.0010155492198946387,0.021805408112168252,645.5596800000002
3559,Low Fat,Others,140.1154,Medium,Tier 3,Supermarket Type3,11.209232,0.000576691933934457,0.0705871032745592,3282.660320000001
3560,Regular,Frozen Foods,261.6278,Medium,Tier 2,Supermarket Type1,26.44040424456796,0.0001870505045717619,0.1303576482311908,5774.860686666667
3561,Regular,Frozen Foods,79.1618,Small,Tier 2,Supermarket Type1,8.699098901098901,0.00010147404429914429,0.03950189620758483,1517.95742
3562,Low Fat,Soft Drinks,184.524,Medium,Tier 2,Supermarket Type1,17.573714285714285,0.00010382087966876936,0.09194020926756352,3098.3446866666677
3563,Regular,Snack Foods,60.6562,Small,Tier 2,Supermarket Type1,3.632107784431138,0.0010226946956782654,0.03026756487025948,945.7023200000001
3564,Low Fat,Fruits and Vegetables,163.721,High,Tier 3,Supermarket Type1,21.528073635765942,0.000788741157212575,0.08239607448414696,3350.6828866666674
3565,reg,Canned,93.312,Small,Tier 2,Supermarket Type1,5.53780415430267,0.0002841522205075446,0.04656287425149701,1363.9356866666667
3566,Regular,Breads,104.599,Small,Tier 1,Grocery Store,8.36792,0.0003729169208118624,0.05269471032745592,272.29000666666667
3567,Low Fat,Household,121.973,Medium,Tier 2,Supermarket Type1,7.9461237785016285,0.0002887602584178466,0.060925574425574426,2262.699106666667
3568,Low Fat,Household,112.0518,Small,Tier 2,Supermarket Type1,12.313384615384615,0.000494577159849284,0.055914071856287426,1540.3283000000004
3569,Regular,Dairy,196.7794,Medium,Tier 3,Supermarket Type2,19.30155958803335,0.0,0.09794892981582877,3422.655866666668
3570,Low Fat,Hard Drinks,48.306,Medium,Tier 3,Supermarket Type2,3.2203999999999997,0.0013332279012959053,0.024044798407167743,576.1611266666666
3571,LF,Soft Drinks,155.5656,High,Tier 3,Supermarket Type1,17.708093340922023,0.00013216355029646657,0.07829169602415702,2558.8691400000002
3572,Low Fat,Breakfast,126.4994,Medium,Tier 3,Supermarket Type3,10.119952,0.0011257994504321762,0.06372765743073047,3030.3887
3573,Low Fat,Soft Drinks,190.253,Medium,Tier 3,Supermarket Type2,25.7446549391069,0.00043402413102552916,0.09470034843205574,2804.4161799999997
3574,LF,Breads,195.7794,Small,Tier 1,Supermarket Type1,10.968033613445378,0.00044677149894217674,0.09803675513269905,2216.403813333333
3575,Low Fat,Others,141.9154,Medium,Tier 3,Grocery Store,23.283904840032815,0.0009576585345917355,0.07102872872872873,338.6702666666667
3576,Low Fat,Household,258.8962,Medium,Tier 3,Supermarket Type3,20.711696000000003,7.763938984040707e-05,0.13042629722921917,6417.11356
3577,Low Fat,Health and Hygiene,129.9626,Medium,Tier 3,Supermarket Type3,10.397008000000001,0.00012333969926732767,0.06547234256926952,3401.1283333333326
3578,Low Fat,Snack Foods,178.7318,Medium,Tier 1,Supermarket Type1,9.308947916666666,0.00019716856205778715,0.08941060530265132,2114.2478999999994
3579,Regular,Frozen Foods,87.3198,Small,Tier 2,Supermarket Type1,9.294284193720065,0.0015064739612321602,0.04357275449101797,1473.193466666667
3580,Low Fat,Baking Goods,113.3544,High,Tier 3,Supermarket Type1,6.38616338028169,0.0006695497572215988,0.05704801207851032,2448.901173333333
3581,Low Fat,Baking Goods,248.6118,Medium,Tier 1,Supermarket Type1,22.001044247787608,0.00022735267593895384,0.124368084042021,4022.0756066666677
3582,Regular,Soft Drinks,190.253,Medium,Tier 3,Supermarket Type3,15.220239999999999,0.0,0.09584534005037783,6371.43968
3583,Low Fat,Breads,216.9166,Medium,Tier 2,Supermarket Type1,16.248434456928837,0.0002226602482244328,0.10808001993024414,3082.476453333333
3584,Regular,Fruits and Vegetables,111.3544,Small,Tier 2,Supermarket Type1,7.09263694267516,0.0010995863297723306,0.05556606786427146,1757.8895466666665
3585,Low Fat,Baking Goods,142.147,Small,Tier 2,Supermarket Type1,15.501308615049073,0.0007243159897852223,0.0709316367265469,2363.9007066666672
3586,LF,Household,41.4112,Medium,Tier 3,Supermarket Type3,3.3128960000000003,0.00016257411038559616,0.02086206549118388,789.5944133333331
3587,Regular,Meat,119.6124,Medium,Tier 2,Supermarket Type1,8.636274368231046,0.0007169602649892486,0.05959760837070254,2121.616086666667
3588,Regular,Snack Foods,142.6128,High,Tier 3,Supermarket Type1,8.6432,0.0011190282709546409,0.07177292400603925,2578.6433999999995
3589,Low Fat,Dairy,170.7422,Medium,Tier 1,Supermarket Type1,9.701261363636362,4.693308391247155e-05,0.08541380690345172,3562.651413333332
3590,Low Fat,Household,54.6614,Small,Tier 2,Supermarket Type1,2.803148717948718,0.00026109086119272467,0.02727614770459082,1034.3646866666663
3591,Low Fat,Breads,175.137,Small,Tier 2,Supermarket Type1,11.049652996845426,0.0004669033613685286,0.0873937125748503,2817.5990199999997
3592,Regular,Canned,54.5982,Medium,Tier 1,Supermarket Type1,9.27751911639762,0.0017018059752885628,0.027312756378189095,1086.5634066666664
3593,Regular,Canned,112.4228,High,Tier 3,Supermarket Type1,16.328656499636892,0.001244338719547992,0.05657916456970307,1839.827333333334
3594,Low Fat,Snack Foods,83.825,High,Tier 3,Supermarket Type1,8.922299095263439,0.0005396030181926632,0.04218671363865124,1389.1695066666666
3595,Low Fat,Fruits and Vegetables,254.8356,Small,Tier 1,Grocery Store,20.386848,0.00023570906890560032,0.12838065491183878,451.1904666666667
3596,Low Fat,Fruits and Vegetables,95.4436,Medium,Tier 3,Grocery Store,11.078769587928033,0.0020386587995423473,0.04776956956956957,181.94094666666672
3597,Regular,Meat,248.7408,Medium,Tier 1,Supermarket Type1,25.381714285714285,6.075973865164058e-05,0.12443261630815408,3328.0678800000005
3598,Low Fat,Household,258.4962,Small,Tier 1,Supermarket Type1,49.61539347408829,4.259210386845145e-05,0.12944226339509263,2577.067673333334
3599,Regular,Baking Goods,55.8298,Medium,Tier 3,Supermarket Type3,4.466384,0.002379495502401943,0.028125843828715365,1736.317626666667
3600,Regular,Canned,212.1218,Small,Tier 1,Grocery Store,16.969744000000002,0.0006996589176595711,0.1068623677581864,551.6153
3601,Regular,Meat,152.2366,Medium,Tier 1,Supermarket Type1,12.901406779661016,0.0,0.07615637818909456,2255.441886666667
3602,Low Fat,Household,57.8588,Medium,Tier 3,Supermarket Type3,4.628704,0.0016582849281353916,0.029148010075566753,1816.0360799999994
3603,Low Fat,Baking Goods,100.5016,Medium,Tier 2,Supermarket Type1,10.255265306122448,0.00047046748509476467,0.0502005994005994,1677.4609066666667
3604,Low Fat,Meat,39.5822,Small,Tier 1,Grocery Store,3.166576,0.0,0.01994065491183879,74.12573333333332
3605,Low Fat,Baking Goods,144.147,Medium,Tier 2,Supermarket Type1,15.719411123227916,0.0007184423401111366,0.07182212257100148,2462.1284000000005
3606,Low Fat,Health and Hygiene,115.8492,Small,Tier 1,Supermarket Type1,9.817728813559322,7.389931048293817e-05,0.05801161742613921,2037.902833333333
3607,Low Fat,Frozen Foods,46.606,Small,Tier 1,Supermarket Type1,3.6269260700389108,0.0036144028880401666,0.023338007010515773,680.5585666666667
3608,Low Fat,Baking Goods,160.4604,Small,Tier 1,Grocery Store,12.836832,0.0,0.08083647355163727,392.9107733333334
3609,Low Fat,Household,193.1478,Small,Tier 1,Supermarket Type1,22.6965687426557,8.341133577498683e-05,0.09671897846770154,3531.6473266666667
3610,Regular,Fruits and Vegetables,147.2102,Medium,Tier 3,Supermarket Type2,10.904459259259259,0.001089403485628034,0.07327536087605774,2041.098673333333
3611,Regular,Soft Drinks,233.5958,Medium,Tier 2,Supermarket Type1,11.979271794871794,0.0003310368893618807,0.11668121878121877,4527.972640000002
3612,Regular,Canned,198.9426,Small,Tier 1,Supermarket Type1,15.303276923076924,0.0004197887933504438,0.09962073109664496,2448.390726666667
3613,Regular,Frozen Foods,147.0418,Medium,Tier 3,Grocery Store,7.948205405405405,0.000708678226191464,0.0735944944944945,303.49383333333327
3614,Low Fat,Snack Foods,62.451,Medium,Tier 1,Supermarket Type1,4.695563909774436,0.0001536572833101151,0.03124112056028014,831.2513
3615,Low Fat,Household,141.947,Medium,Tier 3,Supermarket Type2,16.680023501762633,0.00036744358105490077,0.070655550024888,1736.0734999999997
3616,Low Fat,Canned,205.8638,Medium,Tier 1,Supermarket Type1,12.47659393939394,0.0003591818036973961,0.10298339169584793,4116.219726666666
3617,Low Fat,Health and Hygiene,107.7596,Small,Tier 2,Supermarket Type1,6.491542168674699,0.00015040553231452232,0.05377225548902196,1571.8650266666666
3618,Low Fat,Health and Hygiene,45.6086,Medium,Tier 3,Supermarket Type3,3.6486880000000004,0.003558678385216823,0.02297662468513854,1037.7158800000002
3619,Regular,Snack Foods,265.0568,Medium,Tier 3,Supermarket Type3,21.204544000000002,0.0002783931745950302,0.1335298740554156,4534.830379999999
3620,Low Fat,Household,187.9872,Medium,Tier 3,Supermarket Type3,15.038976,0.000684660593912777,0.094703879093199,5950.077053333331
3621,low fat,Snack Foods,150.6366,Medium,Tier 3,Supermarket Type2,8.09874193548387,0.00010511345184370866,0.07498088601294176,2155.8604000000005
3622,reg,Dairy,231.23,Small,Tier 2,Supermarket Type1,17.00220588235294,0.0005153046577001254,0.11538423153692615,3645.321579999999
3623,Low Fat,Health and Hygiene,96.0726,Medium,Tier 3,Supermarket Type3,7.685808,0.0003570931045896541,0.04839929471032745,2698.5983666666666
3624,Regular,Fruits and Vegetables,253.9382,Medium,Tier 2,Supermarket Type1,19.761727626459145,0.0006002890388291325,0.12684225774225774,3197.593273333333
3625,Regular,Fruits and Vegetables,103.0332,Medium,Tier 3,Supermarket Type2,6.244436363636363,0.000776820432637247,0.05128581383773021,1240.2522400000003
3626,Regular,Canned,89.2198,Medium,Tier 3,Supermarket Type3,7.137584,0.0008224406802077566,0.04494700251889169,2764.2462466666675
3627,Regular,Canned,79.996,Medium,Tier 3,Supermarket Type3,6.39968,0.0006228812440622031,0.04030025188916876,2708.230273333334
3628,Regular,Frozen Foods,88.9488,Medium,Tier 3,Grocery Store,14.546001635322977,0.00021401102656809308,0.044518918918918925,240.33160666666666
3629,Low Fat,Hard Drinks,253.004,Small,Tier 1,Supermarket Type1,30.137462775461586,0.0002844881780525209,0.12669203805708562,4141.986186666667
3630,Low Fat,Health and Hygiene,106.8938,Small,Tier 1,Supermarket Type1,5.278706172839506,0.0013852309675584551,0.05352719078617927,1873.1839133333335
3631,Low Fat,Baking Goods,146.7076,Medium,Tier 1,Supermarket Type1,17.815130540376444,0.0005627248213453153,0.07339049524762382,2198.4050199999997
3632,Regular,Dairy,212.7876,Small,Tier 1,Grocery Store,17.023008,0.00039077117275630724,0.10719778337531485,456.96073333333334
3633,Regular,Meat,249.4408,Medium,Tier 3,Supermarket Type2,25.453142857142854,6.074160682614873e-05,0.1241616724738676,3445.44842
3634,Low Fat,Soft Drinks,150.5024,Medium,Tier 1,Supermarket Type1,13.935407407407405,0.0004066139742622045,0.07528884442221111,2349.8523266666666
3635,Regular,Baking Goods,188.7214,Small,Tier 1,Grocery Store,15.097712,0.0006486579211472573,0.0950737531486146,537.70008
3636,Low Fat,Frozen Foods,221.8456,Medium,Tier 2,Supermarket Type1,33.13601194921583,0.00015330856235147328,0.11081198801198801,3769.1159933333333
3637,Low Fat,Household,196.611,Medium,Tier 2,Supermarket Type1,10.24015625,0.0003964476199195365,0.0979626307922272,2787.5270533333337
3638,Low Fat,Health and Hygiene,97.241,Small,Tier 1,Grocery Store,7.77928,0.0025823935891239294,0.04898790931989924,322.06965333333335
3639,Regular,Meat,149.3708,Small,Tier 1,Supermarket Type1,16.5324626452684,0.0011613362049342976,0.0747975963945919,2527.0217066666664
3640,Regular,Meat,225.2404,Medium,Tier 2,Supermarket Type1,17.59690625,0.0001046822639277856,0.11250769230769231,4504.070419999999
3641,Low Fat,Health and Hygiene,38.8506,High,Tier 3,Supermarket Type1,3.19758024691358,0.002042839544305622,0.01955239053850025,726.4765733333334
3642,Low Fat,Canned,59.5246,High,Tier 3,Supermarket Type1,4.819805668016194,0.0004478662267365089,0.02995702063412179,988.9571266666668
3643,Low Fat,Household,104.0332,Medium,Tier 2,Supermarket Type1,6.799555555555555,0.00022131879053994302,0.05196463536463536,1556.3075
3644,Low Fat,Hard Drinks,259.5278,Medium,Tier 2,Supermarket Type1,39.50194824961948,0.0002560160953855425,0.12931131041355257,4409.1717266666665
3645,Low Fat,Frozen Foods,91.683,Small,Tier 2,Supermarket Type1,8.731714285714286,0.0005731205130722162,0.045750000000000006,1444.497486666667
3646,Low Fat,Frozen Foods,61.651,Medium,Tier 3,Supermarket Type2,6.622019334049409,0.0006181522927446432,0.030687406669985068,874.4173333333333
3647,Low Fat,Health and Hygiene,142.3154,Small,Tier 2,Supermarket Type1,7.08036815920398,0.0,0.07101566866267466,2331.09896
3648,Regular,Dairy,48.3376,Medium,Tier 3,Supermarket Type3,3.8670080000000002,0.0,0.024351435768261966,1607.1080399999996
3649,Low Fat,Snack Foods,177.037,Small,Tier 1,Supermarket Type1,19.67077777777778,0.00036856289928094123,0.08865147721582374,2869.73116
3650,Low Fat,Health and Hygiene,107.8938,Medium,Tier 3,Supermarket Type2,5.328088888888889,0.0013779826737032156,0.053705226480836234,1198.50658
3651,Low Fat,Health and Hygiene,184.6608,Medium,Tier 2,Supermarket Type1,14.37049027237354,0.0002910542735653696,0.0920083707025411,2980.2095733333344
3652,Low Fat,Canned,177.7344,Small,Tier 1,Supermarket Type1,29.921616161616157,0.00019628580061034894,0.08900070105157737,3133.9427933333327
3653,Low Fat,Health and Hygiene,125.9704,Medium,Tier 3,Supermarket Type3,10.077632,0.0005089233184938683,0.06346115869017632,4056.6528200000016
